gene,strand,AGR_pos,wt_codon,type,mRNA_CGA,mRNA_CGC,mRNA_CGG,mRNA_CGT,RBS_CGA,RBS_CGC,RBS_CGG,RBS_CGT
hsrA,-1,1381,AGA,remaining AGR,1.0,0.9649,1.027,1.0,0.4751,0.2896,2.0546,0.3168
hdfR,-1,109,AGA,remaining AGR,1.0404,1.0364,1.0828,1.0334,0.7566,0.5827,4.0234,0.5571
hdfR,-1,154,AGA,remaining AGR,1.0,0.9623,1.0348,0.9739,1.046,0.4133,4.1675,0.6196
yifB,-1,400,AGA,remaining AGR,1.0276,1.138,1.0276,1.0986,0.6315,0.6042,3.7354,0.6134
yifB,-1,1240,AGA,remaining AGR,1.0,1.0914,1.005,1.0107,0.9842,0.5437,4.1203,0.5433
ilvX,1,31,AGA,AGR in first 30,1.0,0.9765,1.0549,0.9961,0.5079,0.5309,1.7153,0.1577
ilvX,1,37,AGG,remaining AGR,1.0,1.0,1.0,1.0,0.0481,0.0481,0.1816,0.0481
ilvA,1,52,AGA,remaining AGR,1.0429,1.081,1.1021,1.0678,1.046,17.8623,3.4415,25.1873
ilvA,1,1525,AGG,remaining AGR,1.0078,1.0877,1.0457,1.0284,0.2208,0.2274,1.3483,0.2609
rhlB,-1,772,AGA,remaining AGR,0.9103,0.9597,0.9525,0.8965,1.046,0.2824,1.0166,0.2603
wecA,1,1060,AGA,remaining AGR,1.0168,1.0678,1.0905,1.0029,1.5684,1.5684,25.8692,1.5684
wecA,1,1069,AGA,remaining AGR,1.0315,1.0315,1.0508,1.0379,1.046,0.5856,2.6678,1.4994
wzzE,1,343,AGA,remaining AGR,0.9882,1.0376,1.0221,0.9762,0.8015,0.7072,1.2742,0.5587
wecB,1,640,AGG,remaining AGR,1.0118,1.0194,1.0506,1.0104,0.8106,0.8106,0.8106,0.8106
wecB,1,754,AGA,remaining AGR,0.861,0.8808,0.9488,0.8302,0.151,0.1047,0.157,0.0835
wecF,1,361,AGA,remaining AGR,1.0309,1.0585,1.0624,1.0244,0.3305,0.0976,1.0382,0.0363
wecG,1,175,AGG,remaining AGR,0.9652,1.1404,0.9972,1.0597,0.0437,0.0437,0.4065,0.0314
aslB,1,292,AGG,remaining AGR,0.9843,0.9872,1.0013,0.9843,0.0613,0.0758,0.4902,0.1287
aslB,1,439,AGA,remaining AGR,0.9969,1.0011,1.0245,1.0598,1.0,2.9519,2.9519,1.0
hemY,-1,1117,AGA,remaining AGR,1.0328,1.0309,1.266,1.046,1.0,0.9139,0.983,0.6083
cyaA,1,31,AGA,AGR in first 30,0.8855,1.0684,0.9703,0.9799,0.3592,0.2742,0.0672,0.1276
yigB,1,622,AGA,remaining AGR,1.0153,1.073,1.0883,1.0602,0.4159,0.4159,0.5469,0.4159
yigF,-1,139,AGA,remaining AGR,0.9981,0.9981,1.0207,0.9981,0.3825,0.2697,0.4065,0.2761
rarD,-1,877,AGA,remaining AGR,1.0107,1.1027,1.0266,1.0268,1.046,0.776,3.2758,0.776
yigI,-1,337,AGG,remaining AGR,0.9871,1.1282,0.9907,0.9963,0.4185,0.0227,0.4252,0.01
rhtB,-1,610,AGG,remaining AGR,1.021,1.1366,1.0389,1.1107,8.7865,5.12,8.7865,8.3998
pldB,1,31,AGA,AGR in first 30,1.0125,1.1078,1.1645,1.0796,0.8048,0.0048,0.625,0.0269
pldB,1,643,AGA,remaining AGR,0.9752,0.9651,1.0362,1.0362,1.228,1.172,5.8327,1.172
pldB,1,982,AGG,remaining AGR,0.9721,1.0369,0.9797,0.9455,0.3195,0.1979,0.7985,0.2165
yigM,1,874,AGG,remaining AGR,0.9995,1.0465,1.081,1.0351,198.1074,198.1074,191.184,117.354
metR,-1,928,AGG,remaining AGR,1.0331,1.0975,1.0602,1.115,0.5531,0.2255,1.1302,0.2777
ysgA,-1,142,AGA,remaining AGR,0.938,0.9628,0.9404,0.9559,0.9408,0.5571,2.3516,0.6376
ubiB,1,1342,AGA,remaining AGR,1.1281,1.1228,1.1002,1.0687,2.4598,0.6107,2.7361,1.0481
rfaH,-1,67,AGA,remaining AGR,0.9783,1.1445,0.9878,1.0405,39.2897,26.2043,43.9092,26.3154
mobB,-1,100,AGA,remaining AGR,0.9961,0.9961,1.0039,0.9961,0.7663,0.1697,3.3752,0.3427
mobB,-1,406,AGG,remaining AGR,1.0837,1.1297,1.0893,1.113,0.957,1.0,1.0,0.6132
mobA,-1,52,AGA,remaining AGR,0.974,1.0068,0.9593,0.9382,0.1729,0.151,0.1808,0.1102
yihF,1,760,AGG,remaining AGR,0.9853,1.003,1.0,0.9453,0.4741,0.3198,0.7985,0.3935
yihF,1,1060,AGA,remaining AGR,1.0021,1.0243,1.0927,0.9483,0.3657,0.0462,2.4598,0.277
yihG,-1,34,AGA,remaining AGR,1.0198,1.0198,1.0478,1.0198,0.0689,0.1854,1.917,0.1182
glnG,-1,1234,AGA,remaining AGR,1.0464,1.0844,1.0777,1.0514,1.046,0.1393,1.1635,0.0032
yihL,1,100,AGA,remaining AGR,1.0,1.019,1.0919,1.0633,0.2507,0.1667,2.0977,0.1278
yihL,1,556,AGA,remaining AGR,0.8884,0.8884,0.9924,0.8884,0.2453,0.3516,0.1141,0.3072
yihM,1,100,AGA,remaining AGR,0.9851,1.0043,1.0115,1.0134,0.5827,0.5827,0.3573,0.5827
yihN,1,217,AGA,remaining AGR,1.0208,1.0208,1.0208,1.0208,0.6376,0.6695,3.0923,0.8059
ompL,-1,79,AGG,remaining AGR,1.0307,1.1556,1.0165,1.0534,0.0239,0.0199,0.1444,0.0146
yihO,-1,619,AGA,remaining AGR,0.9639,1.087,1.0463,1.0018,1.046,0.2125,1.1123,0.1765
yihP,-1,904,AGA,remaining AGR,0.9981,1.0553,1.0105,0.9754,2.0546,0.7985,5.24,2.2481
yihR,-1,919,AGA,remaining AGR,1.1271,1.1607,1.2019,1.2687,0.3948,0.3453,1.5499,0.339
yihS,-1,628,AGA,remaining AGR,1.0017,1.0586,1.0168,1.0384,1.046,0.5663,6.4341,0.4961
yihV,1,91,AGA,remaining AGR,0.9914,1.0445,0.9795,1.0369,0.785,0.4996,3.6823,0.2831
yihV,1,148,AGG,remaining AGR,0.9824,1.0145,1.0,0.965,0.1356,0.0835,0.1266,0.1243
yihW,1,613,AGA,remaining AGR,1.022,1.1302,1.0783,1.082,0.5235,0.2182,0.9513,0.3716
yiiD,1,34,AGA,remaining AGR,1.0,0.9892,1.0243,1.0435,0.1544,0.1288,0.9331,0.0939
yiiE,1,157,AGG,remaining AGR,1.0492,1.0594,1.0781,0.9969,0.571,0.1553,0.6095,0.4344
yiiF,1,94,AGG,remaining AGR,0.9787,1.0952,1.014,1.0316,0.0564,0.0314,0.0825,0.032
yiiF,1,139,AGA,remaining AGR,1.0343,1.1036,1.0146,1.0404,0.3268,0.3268,0.8717,0.4684
yiiG,1,685,AGA,remaining AGR,0.8851,0.8811,0.8951,0.8701,0.6367,0.543,2.0977,0.4924
yiiG,1,919,AGA,remaining AGR,0.9174,0.952,1.0939,0.9104,1.046,0.0836,0.851,0.1219
yiiG,1,1003,AGA,remaining AGR,1.0035,1.0271,1.0856,1.0584,0.3488,0.0405,0.2146,0.0219
frvR,-1,94,AGG,remaining AGR,0.8803,0.8869,0.9397,0.8929,31.5009,28.7968,54.5717,39.4501
frvR,-1,691,AGA,remaining AGR,1.0305,0.9737,1.0152,0.9451,0.6468,0.3258,2.0216,0.2307
frvR,-1,772,AGG,remaining AGR,1.0239,1.0109,1.0043,1.045,21.283,23.0793,0.3398,22.6244
rhaR,1,685,AGA,remaining AGR,0.9499,1.0343,1.0005,0.972,1.023,0.8545,1.023,0.4069
kdgT,1,946,AGA,remaining AGR,0.9366,0.9232,0.9517,0.9432,1.046,0.1909,0.5535,0.2993
yiiM,1,163,AGA,remaining AGR,0.9929,1.0375,1.0439,1.0146,2.7534,2.2031,6.63,1.8285
fieF,1,874,AGG,remaining AGR,0.9865,0.9865,0.9865,0.9865,0.1009,0.0841,0.5091,0.0615
uspD,1,82,AGA,remaining AGR,0.9021,1.0957,1.0205,1.0241,1.7529,1.3997,3.2066,0.3321
glpF,-1,682,AGA,remaining AGR,1.0342,0.9949,1.1276,1.0037,1.046,0.188,0.83,0.3555
ftsN,-1,766,AGA,remaining AGR,1.0191,1.0594,0.9973,1.0195,0.1126,0.0057,0.0906,0.0155
cytR,-1,397,AGG,remaining AGR,0.8842,0.9104,0.9989,0.8842,0.1549,0.1671,0.5442,0.1549
metB,1,490,AGG,remaining AGR,1.0115,1.0143,0.9959,1.0505,0.2196,0.032,0.4065,0.0177
katG,1,1240,AGG,remaining AGR,1.0088,1.007,1.0983,1.0151,0.1529,4.3645,11.2565,4.1822
yijE,1,898,AGG,remaining AGR,0.9788,1.0941,1.0587,1.0066,0.0724,0.0439,0.4065,0.0447
yijF,-1,130,AGA,remaining AGR,0.9529,1.1791,1.0222,1.1632,1.0,0.7606,4.2909,0.8048
pflD,1,1279,AGA,remaining AGR,0.9853,1.0142,1.0107,1.0152,0.0308,0.0308,0.0171,0.0164
pflC,1,205,AGA,remaining AGR,1.1238,1.1238,1.0735,1.1238,0.06,0.0005,0.3626,0.0004
pflC,1,715,AGG,remaining AGR,0.985,0.9302,0.9895,0.9337,0.1846,0.1846,0.7634,0.1846
yijO,-1,427,AGG,remaining AGR,1.0141,0.9319,0.9904,0.9378,0.08,0.1278,0.2331,0.1502
argH,1,214,AGG,remaining AGR,0.9238,0.9851,1.0077,0.9395,0.4001,0.1653,0.7985,0.2711
oxyR,1,874,AGA,remaining AGR,1.0,1.0116,1.0,1.0,1.2968,0.8115,0.0327,1.103
murI,1,574,AGA,remaining AGR,1.0429,1.0323,1.0921,1.0696,1.0,0.7546,1.0,1.0
murB,1,931,AGA,remaining AGR,0.9459,1.1094,0.9199,1.0193,0.3116,0.3686,1.2088,0.221
coaA,-1,937,AGA,remaining AGR,1.0,1.0628,1.0,1.0183,1.0,0.3103,1.0,1.0
yjaZ,1,280,AGA,remaining AGR,1.0397,1.0687,1.1014,1.1234,0.7985,0.6095,3.8579,0.9189
yjaZ,1,394,AGG,remaining AGR,0.936,0.9811,0.9897,0.9948,0.1012,0.0023,0.1483,0.0007
yjaZ,1,403,AGG,remaining AGR,0.899,1.0161,1.0066,0.9362,0.3602,0.0735,0.5091,0.101
yjaZ,1,508,AGA,remaining AGR,1.0,0.9391,0.9246,0.9159,0.1683,0.0436,1.0349,0.0339
thiH,-1,334,AGG,remaining AGR,1.0,1.055,1.0063,1.0284,0.0105,0.0384,0.585,0.4398
thiH,-1,1036,AGA,remaining AGR,0.9354,0.9723,0.9829,1.0259,1.0864,1.7956,2.3755,0.9782
thiH,-1,1126,AGA,remaining AGR,1.0,1.0244,1.0894,1.1378,1.0,1.0,0.5238,0.2086
rsd,-1,37,AGA,remaining AGR,0.954,1.0077,0.9688,0.9874,0.956,0.0846,0.8117,0.1716
rsd,-1,142,AGG,remaining AGR,0.8691,0.8691,0.9964,0.9246,0.1084,0.0672,0.1979,0.0587
yjaG,1,535,AGG,remaining AGR,0.8927,1.0298,0.975,0.9962,0.9058,0.2731,0.0172,0.2057
yjaH,1,460,AGA,remaining AGR,1.0626,1.0856,1.076,1.0598,0.2723,0.0884,0.2946,0.3731
zraS,1,1066,AGG,remaining AGR,0.9869,1.0012,0.9883,0.9869,0.5146,0.3534,0.8956,0.123
zraR,1,538,AGG,remaining AGR,1.0323,0.9632,1.0036,0.947,1.1096,0.0672,0.5732,0.0703
aceB,1,43,AGG,remaining AGR,0.9518,0.928,0.9657,0.9079,1.3936,0.2105,0.7985,1.0638
aceB,1,892,AGA,remaining AGR,1.0,1.0,1.1125,1.0376,0.4678,0.4678,0.1191,0.3971
aceK,1,1021,AGG,remaining AGR,0.9713,0.9458,0.9788,0.9694,0.822,0.4477,0.1282,0.694
aceK,1,1696,AGG,remaining AGR,0.961,0.9586,0.9809,0.9645,0.4075,0.0864,0.7985,0.3712
aceK,1,1702,AGA,remaining AGR,0.9942,1.152,1.1059,1.1006,0.3195,0.0385,0.8353,0.0947
arpA,-1,166,AGA,remaining AGR,1.0477,0.9457,1.0051,0.938,0.9599,0.9911,2.1324,2.1126
arpA,-1,385,AGA,remaining AGR,1.1562,1.1562,1.2396,1.3368,1.023,0.8309,6.0625,0.8309
arpA,-1,406,AGA,remaining AGR,1.0055,1.0546,0.989,0.9508,0.5482,0.2779,2.6915,0.3246
arpA,-1,751,AGA,remaining AGR,1.0274,1.0422,1.3065,1.0989,0.4001,0.2129,2.0546,0.2129
arpA,-1,829,AGA,remaining AGR,0.9794,1.037,1.072,1.0167,1.2079,0.5416,0.1441,1.2066
arpA,-1,1111,AGA,remaining AGR,1.0,0.941,1.0272,0.9365,0.7511,0.5174,2.9111,0.2272
arpA,-1,1426,AGA,remaining AGR,0.9818,1.1453,1.0227,1.0407,1.046,0.621,3.2758,0.776
iclR,-1,31,AGA,AGR in first 30,0.9848,1.0026,1.039,0.9848,0.2767,0.5622,1.2637,0.6864
yjbD,-1,265,AGG,remaining AGR,0.9233,0.9402,1.01,0.9135,0.0221,0.0154,0.3597,0.0961
yjbG,1,334,AGG,remaining AGR,0.9779,0.9779,1.0265,1.0727,0.1714,0.1045,0.3763,0.1714
yjbT,-1,163,AGG,remaining AGR,1.0005,0.9539,1.0,1.0406,0.6564,0.4065,0.7985,0.1804
yjbT,-1,196,AGG,remaining AGR,0.9222,0.9481,1.0,0.906,0.1304,0.1304,0.5091,0.2045
dinF,1,43,AGG,remaining AGR,0.8833,1.0089,0.9351,0.9316,1.1386,45.6088,1.3755,52.2017
yjbL,1,100,AGA,remaining AGR,1.074,1.1283,1.1117,1.1897,1.046,0.1653,0.6977,0.1158
dusA,1,115,AGA,remaining AGR,0.9252,0.9903,0.974,0.9392,1.7951,1.7951,0.6559,1.7951
qorA,-1,655,AGA,remaining AGR,0.9562,1.0408,1.0263,1.0263,0.7664,0.2269,0.0394,0.243
alr,1,253,AGA,remaining AGR,0.9009,0.861,0.9178,0.8417,2.5731,0.7251,0.83,0.6615
alr,1,397,AGG,remaining AGR,0.9854,1.1141,1.0146,1.0375,3.9948,1.2524,1.0,2.3769
alr,1,1054,AGG,remaining AGR,0.9159,0.9217,1.0203,0.9145,0.1817,0.029,0.361,0.0548
aphA,1,115,AGG,remaining AGR,0.9446,0.9945,0.9661,0.9553,59.3683,67.9501,0.6518,67.9501
yjcC,1,625,AGA,remaining AGR,1.0378,1.1731,1.1196,1.0252,1.0,0.7298,0.0491,0.7914
yjcF,-1,208,AGA,remaining AGR,1.0,1.0725,1.0081,1.1567,1.0,1.0,2.0207,0.9216
yjcF,-1,256,AGG,remaining AGR,0.9925,0.9925,1.0,1.18,0.2139,0.2139,0.7985,0.2139
yjcF,-1,316,AGA,remaining AGR,0.9444,1.0297,0.9807,1.0265,10.5708,10.5708,100.7977,7.3747
yjcF,-1,325,AGA,remaining AGR,0.9388,0.9082,1.1052,0.9501,0.8227,0.8227,6.5664,0.8227
yjcF,-1,328,AGA,remaining AGR,1.0548,1.0893,1.2098,1.0699,1.046,0.3236,0.5176,0.3236
yjcF,-1,517,AGA,remaining AGR,0.761,0.9376,0.7919,1.0511,0.9408,0.1621,2.3516,0.2585
yjcF,-1,706,AGA,remaining AGR,1.0712,0.9261,1.0409,0.9868,1.046,0.2056,1.1635,0.2104
yjcF,-1,811,AGA,remaining AGR,0.9463,1.0404,0.9916,0.9073,1.046,0.2704,0.5663,0.2704
nrfD,1,229,AGA,remaining AGR,1.0138,0.9902,1.0096,0.9972,0.3246,0.3246,0.3886,0.2592
nrfG,1,586,AGA,remaining AGR,1.0713,1.0713,1.0713,1.1188,8.6458,8.6458,0.1653,8.6458
mdtP,-1,832,AGA,remaining AGR,1.0,1.0115,1.0678,1.0341,0.7298,0.207,0.3552,0.6977
mdtP,-1,898,AGA,remaining AGR,0.997,0.9538,0.9865,0.9538,2.3751,0.4653,12.2064,2.9745
mdtO,-1,37,AGG,remaining AGR,0.9355,0.9785,1.0,0.9355,13.4361,1.9326,44.8894,6.5143
mdtO,-1,643,AGA,remaining AGR,0.9811,1.1134,1.0173,1.052,0.3631,0.2016,1.22,0.2209
yjcS,-1,31,AGG,AGR in first 30,0.9743,1.0533,1.0131,1.0174,20.9043,20.9043,20.9043,20.9043
yjcS,-1,808,AGA,remaining AGR,1.0049,1.0948,1.0806,1.0485,20.3418,23.8217,618.1425,20.3418
alsK,-1,172,AGG,remaining AGR,0.994,0.994,1.016,0.994,0.292,0.1808,0.7985,0.1185
alsK,-1,580,AGA,remaining AGR,1.0,1.113,1.0388,1.06,0.5075,1.0654,0.0285,0.3146
alsR,-1,424,AGA,remaining AGR,0.9964,0.9014,0.9765,0.9142,0.0422,0.0257,0.0403,0.0281
alsR,-1,760,AGA,remaining AGR,0.9773,1.0523,1.0314,0.9738,0.5482,0.367,3.0806,0.367
rpiB,1,442,AGA,remaining AGR,1.0536,1.0085,1.0475,1.0256,20.6126,20.6126,0.6376,16.3119
yjdP,1,196,AGA,remaining AGR,1.0004,1.071,1.1145,1.1259,0.8058,0.2994,0.7703,0.2244
yjdP,1,238,AGG,remaining AGR,0.9304,0.9809,0.9729,0.9702,0.8038,0.8038,0.957,0.3471
yjdP,1,304,AGA,remaining AGR,1.0033,1.0992,1.0114,1.0622,38.1765,38.1765,38.1765,34.3302
phnP,-1,82,AGA,remaining AGR,0.9987,0.9823,0.991,0.9823,0.8737,0.8737,0.8737,0.8737
crfC,1,1117,AGG,remaining AGR,0.8785,0.8883,1.0049,0.8774,0.0591,0.0729,0.0697,0.0431
crfC,1,2116,AGG,remaining AGR,0.9981,0.9847,1.0758,1.0175,1.4481,0.9233,0.5091,1.067
basS,-1,430,AGG,remaining AGR,1.0144,1.0665,1.0117,1.0432,85.8884,78.4953,18.7447,85.8884
eptA,-1,1192,AGG,remaining AGR,0.8141,1.0547,0.9778,0.9191,0.1837,0.0997,0.7634,0.1091
eptA,-1,1627,AGG,remaining AGR,0.9331,0.9905,0.9246,0.9517,3.3305,4.6154,1.0,4.7739
adiY,-1,61,AGG,remaining AGR,0.752,0.8374,0.9593,0.7791,1.0,1.0,1.0,0.8353
adiY,-1,742,AGA,remaining AGR,0.9873,1.0827,1.1904,1.0597,1.1492,0.2184,0.7085,0.1511
adiA,-1,217,AGA,remaining AGR,1.0396,1.0102,1.0837,1.0318,1.0986,1.5746,1.1852,0.6356
melB,1,154,AGG,remaining AGR,0.9615,1.0769,0.9572,1.0062,0.0895,0.0557,0.4789,0.0761
melB,1,1324,AGG,remaining AGR,1.1241,1.0939,1.0939,1.1274,0.5855,0.3214,0.7809,0.3517
yjdF,-1,157,AGA,remaining AGR,1.0097,1.0074,1.3101,1.0074,1.0701,0.6906,1.146,0.4866
fumB,-1,274,AGA,remaining AGR,1.003,1.0412,1.062,1.0186,0.4185,0.2369,0.4867,0.2592
dcuB,-1,55,AGA,remaining AGR,1.0451,1.0451,1.0451,1.0451,0.2167,0.2167,0.2167,0.3399
dcuS,-1,964,AGG,remaining AGR,0.8897,0.9378,0.9165,0.9058,1.1013,0.3082,0.7849,0.2347
dcuS,-1,1618,AGG,remaining AGR,0.9904,0.9401,0.9948,0.9475,0.3801,0.2222,0.4776,0.296
ghoS,1,76,AGA,remaining AGR,0.9863,0.9863,0.9863,0.9863,0.4185,0.2431,1.0942,0.304
ghoS,1,82,AGA,remaining AGR,0.9397,0.8851,0.9266,0.9068,1.023,1.2727,1.4104,0.9293
ghoS,1,211,AGG,remaining AGR,0.9855,1.1366,1.0821,1.0827,0.4377,0.297,0.7985,0.4387
lysU,-1,58,AGA,remaining AGR,1.0016,0.985,1.0959,0.9903,0.1903,0.0637,0.2543,0.0412
lysU,-1,301,AGA,remaining AGR,0.9765,0.9667,0.9806,0.968,1.046,0.053,0.3324,0.1912
cadA,-1,1327,AGA,remaining AGR,0.9415,0.9525,0.9803,0.984,1.1726,1.1726,2.0402,1.1726
cadC,-1,94,AGA,remaining AGR,0.9138,0.9424,0.9049,0.8849,0.1909,0.3257,1.9509,0.3257
cadC,-1,148,AGG,remaining AGR,0.905,0.9499,0.9883,0.9914,0.6914,16.8405,0.5827,16.47
cadC,-1,178,AGA,remaining AGR,1.0456,1.0291,1.0432,1.083,0.956,0.956,1.3703,0.956
cadC,-1,1126,AGA,remaining AGR,1.2388,1.1826,1.2107,1.0421,0.7985,2.6915,16.5665,4.0355
dsbD,-1,613,AGA,remaining AGR,1.0526,1.0627,1.0702,1.01,0.0334,0.973,1.0355,0.7558
dcuA,-1,52,AGA,remaining AGR,1.0194,1.1374,1.0113,1.0698,0.2711,0.2711,0.2711,0.2711
aspA,-1,43,AGG,remaining AGR,0.9757,0.9451,0.9936,0.9838,0.2876,0.1007,0.4065,0.0923
aspA,-1,85,AGA,remaining AGR,1.0071,1.0056,1.0307,1.0164,0.0218,0.239,0.956,0.4694
epmB,-1,34,AGA,remaining AGR,1.0,1.0048,1.1295,1.0,2.0415,28.3571,139.6827,26.7553
blc,-1,247,AGA,remaining AGR,1.1498,1.0765,1.1254,1.0765,0.0334,0.1192,0.0176,0.5761
ampC,-1,1093,AGA,remaining AGR,0.9553,0.8562,0.9233,0.8674,0.7298,0.0467,0.601,0.0345
yjeM,1,1267,AGA,remaining AGR,0.9183,0.8857,0.911,0.9447,1.57,1.1457,2.2504,1.4189
yjeM,1,1468,AGA,remaining AGR,1.0397,1.0501,1.0445,1.0397,0.3103,0.3103,0.0064,0.3103
yjeN,1,46,AGG,remaining AGR,0.9677,0.9723,0.989,0.9709,0.6764,0.0881,0.7509,0.1186
mscM,-1,2098,AGG,remaining AGR,1.0352,1.0836,1.0448,1.0292,10.7991,10.7991,0.1763,10.7991
mscM,-1,2182,AGG,remaining AGR,1.0,1.0,1.0104,1.0,0.1883,0.1883,0.554,0.1883
mscM,-1,3277,AGA,remaining AGR,1.0163,1.0322,1.034,1.0163,0.1268,0.1059,0.22,0.1817
queG,-1,403,AGA,remaining AGR,1.0832,0.9808,1.1053,0.9699,0.6239,1.6045,1.5912,2.0141
queG,-1,1051,AGA,remaining AGR,1.01,1.059,1.0648,1.0253,0.5572,0.2854,0.3716,0.2609
mutL,1,1570,AGG,remaining AGR,0.8476,0.9402,1.0,1.0047,1.3078,21.462,1.2968,44.8515
miaA,1,394,AGA,remaining AGR,1.0324,1.0747,1.0557,1.0453,1.0942,0.8737,1.0,1.3703
miaA,1,475,AGG,remaining AGR,0.897,0.9861,1.0124,0.911,0.2037,0.0703,0.3886,0.1206
miaA,1,499,AGG,remaining AGR,0.924,1.0851,1.0157,0.988,0.0961,0.0018,0.1444,0.0227
miaA,1,826,AGA,remaining AGR,1.0601,1.1559,1.13,1.072,7.6584,5.1544,0.4065,8.3797
hflX,1,433,AGA,remaining AGR,1.0,1.015,0.99,0.9549,0.0146,0.0208,1.2497,0.0216
hflX,1,538,AGA,remaining AGR,1.0756,1.1547,1.0756,1.1108,1.2524,1.2248,1.3113,0.7558
hflX,1,1138,AGA,remaining AGR,1.0237,1.0334,1.0738,1.0167,0.4001,0.3386,9.4899,0.5091
hflC,1,775,AGA,remaining AGR,1.1047,1.1047,1.1811,1.1047,27.4747,7.3618,94.2313,10.0542
yjeT,1,181,AGG,remaining AGR,1.0733,1.0903,1.1118,1.0333,0.0591,0.0273,0.2456,0.0356
nsrR,1,307,AGG,remaining AGR,0.9903,0.9903,0.9903,0.9903,1.1126,1.1126,0.8737,1.1126
rnr,1,940,AGA,remaining AGR,0.994,1.0331,1.0462,0.9912,0.8737,0.0806,1.1896,0.1895
rnr,1,2353,AGA,remaining AGR,1.0187,1.0187,1.0187,1.0187,0.0871,0.0871,2.3523,0.0871
yjfI,1,220,AGA,remaining AGR,0.9972,1.156,1.0148,1.0766,0.4378,0.2369,2.6915,0.2592
yjfJ,1,673,AGA,remaining AGR,0.9915,1.0528,1.021,1.0756,0.5482,0.2436,0.8884,0.3715
yjfL,1,280,AGA,remaining AGR,1.0,1.0072,1.0648,1.0,1.0,0.3103,1.7223,0.7434
yjfM,1,67,AGA,remaining AGR,1.039,0.9854,1.0063,0.9757,0.6962,0.8746,1.1592,1.0942
yjfC,1,550,AGG,remaining AGR,1.0376,1.0141,1.0145,1.0259,0.475,0.234,0.0242,0.4954
aidB,1,1162,AGA,remaining AGR,1.0203,1.0813,1.1034,1.0277,1.046,0.0661,0.2811,4.0453
yjfP,1,394,AGA,remaining AGR,0.9746,1.0263,1.0822,0.9731,0.1542,0.1542,0.1542,0.1542
yjfP,1,559,AGA,remaining AGR,1.0854,1.2142,1.0854,1.2536,1.618,0.8746,3.6155,1.0162
yjfY,-1,88,AGA,remaining AGR,0.9739,0.9931,0.9933,0.9846,2.8154,2.4598,3.6882,1.7951
priB,1,37,AGG,remaining AGR,1.0085,1.0006,1.1002,1.0029,3.0525,0.2845,1.1585,0.6001
yjfZ,-1,124,AGA,remaining AGR,0.9096,1.0051,0.9129,0.9679,1.046,0.2501,2.2691,0.6992
yjfZ,-1,145,AGA,remaining AGR,1.1234,1.1475,1.1768,1.2037,3.6448,2.0817,3.7519,1.4165
yjfZ,-1,211,AGG,remaining AGR,1.0314,1.0151,1.0,1.0264,0.0497,0.0347,0.0878,0.0231
yjfZ,-1,328,AGG,remaining AGR,1.014,0.9884,1.0372,1.0465,0.0348,0.0392,0.0072,0.0286
ytfF,-1,919,AGA,remaining AGR,1.0039,1.1179,1.029,1.0163,1.046,0.0826,0.7259,0.2842
cpdB,-1,436,AGA,remaining AGR,0.9432,0.9649,0.9629,0.9573,1.046,0.4382,5.3744,0.5239
cpdB,-1,1558,AGG,remaining AGR,0.8895,0.9791,0.9775,0.8954,0.1552,0.0707,0.3976,0.1552
cysQ,1,724,AGA,remaining AGR,0.9528,0.9611,1.0442,0.9137,1.0,1.0,1.0,1.0
ytfI,1,160,AGG,remaining AGR,1.0581,1.219,1.0542,1.1162,0.1932,0.3176,1.1638,0.1056
ytfI,1,403,AGA,remaining AGR,1.0045,0.9797,1.1434,1.0593,1.046,0.7634,0.1052,0.8911
ytfI,1,457,AGG,remaining AGR,0.9495,0.9495,0.965,0.9922,0.0022,0.0022,0.3886,0.0018
ytfP,1,214,AGG,remaining AGR,1.1553,1.1651,1.1553,1.1651,0.0404,0.0064,1.046,0.5137
ytfP,1,331,AGG,remaining AGR,0.9739,0.9739,0.987,0.9739,0.3147,0.088,0.4065,0.0702
chpS,1,142,AGG,remaining AGR,0.9102,0.9046,0.9074,0.9355,0.3697,0.2736,0.8992,0.2065
ytfR,1,1030,AGG,remaining AGR,0.9643,0.9628,1.0069,0.9628,0.3035,0.2906,0.3171,0.2906
ytfT,1,40,AGG,remaining AGR,0.8973,0.97,1.0,0.9358,0.2669,0.1654,0.389,0.1555
yjfF,1,97,AGA,remaining AGR,0.9796,0.9819,1.044,0.9851,0.7634,15.9089,2.6935,0.4524
yjfF,1,973,AGA,remaining AGR,1.0,1.0141,1.0177,1.0117,1.046,0.1908,1.0481,0.0834
treB,-1,130,AGA,remaining AGR,0.9952,1.0586,1.1476,0.9825,0.9408,0.5827,2.3516,0.6376
mgtL,1,34,AGA,remaining AGR,0.9586,0.9857,0.9457,0.9743,0.132,0.0963,0.6977,0.1054
pyrL,-1,127,AGG,remaining AGR,0.9485,1.0161,1.0,0.9894,0.0401,0.0182,0.8562,0.0401
yjgH,-1,160,AGA,remaining AGR,0.9396,0.9396,0.9875,1.005,1.0627,0.9905,2.5898,0.9905
bdcA,-1,187,AGA,remaining AGR,0.9629,0.9329,1.0083,0.9418,8.2913,0.9081,9.4296,1.1231
bdcA,-1,604,AGA,remaining AGR,1.0304,0.9923,1.0439,0.9743,0.5571,11.7378,1.3101,15.0913
bdcR,1,40,AGA,remaining AGR,1.0,0.9075,0.9687,0.8817,1.7161,1.1446,2.7361,1.4334
